English,Ao,label
"My friends, I'm pleading with you as foreigners and strangers in this world not to give in to physical desires that are in conflict with what is spiritual.","temeimbatem, nenok alima nung aenertem aser amungertem ama, tanela anema raraba shi azüabungba nung nenok pila-a liang ta ni nenok dang mepishir.",NOT
By doing what is good and right God wants you to silence the ignorant accusations of foolish people.,kechiaser yamaji nenok tajung inyakba agi tamashi nisungtem tamashibaji ola madokdaktsütsü tsüngremi mulungba lir.,OFF
"If you are a servant then submit to your master—not just those who are good and kind, but those who are harsh masters as well.","kilirtem, nenok akhümtsübu ajak agi temeim aser ajemaluba kiburtem dang dang masü, saka tetokdak kiburtem danga tashi anga-a pei kiburtem kübok liang.",NOT
"like Sarah who obeyed Abraham, and called him “lord.” You are her daughters if you do what's good and right and are not intimidated.","aji oda sarai abraham dang kibur ta ja-a tashi anga, yamaji nenokia tetsübu kecha makai kechi shitak aji inyakra, nenok la jalatem lir.",NOT
"Husbands, in just the same way, be considerate to your wives as you live together with them. Though she may not be as strong as you are, you should honor her since she will inherit equally with you God's gift of life. Make sure to do this so nothing will get in the way of your prayers.","yamajisa kinungpurtem, nenok kinungtsürtem nenok dang nungi tashi maitba taküm aser külem tsüngrem taochi senmang amangertem ta meteta nenok sarasadem menokdangtsü asoshi tebilemdang ka-a nenoki pei kinungtsürtem dang akhümtsübua parnok den liang.",NOT
"Don't pay back evil for evil, or retaliate when you're abused, instead you should give a blessing—because that's what you were called to do, so you could gain a blessing yourself.","tamajung melen tamajung magütsüi, aser tatalaba melen matalai, temoatsü ang moajang; kechiyong temoatsü senmang amangtsü-ang nenok aja.",OFF
"Remember: “Those who want to love life, and to see good days, must refrain from speaking evil, and not tell lies.","kechiaser“shibai taküm meimer, aser anogo tajung ngunür,tamajung nungi pai pei temeli sotang,aser tiyazü jembiba anenang.",NOT
"For even if you suffer for doing what's right, you're still better off. Don't be scared over what people threaten, don't worry about it;","saka temeshiba asoshi nenok timatemtsü lira nenok tepelatsü! nisungtem tetsübuma, aser nenok shisa tebuluma.",OFF
"This water symbolizes baptism that now saves you, not by washing off dirt from your body, but as a positive response to God that comes from a clear conscience. It is the resurrection of Jesus Christ that makes your salvation possible.","aji mesüka baptiba agi, shi ar aketba endokba agi masü, saka tsüngrem tsütsü mulungsentsü tajung nung mepishiba agi, yisu khrista shia aruba ajanga tang nenok kümzüker.",OFF
"You will not live the rest of your lives following human desires, but doing what God wants.","kechiaser shibai shi nung timtemogo, pai temenen nungi anenogo.",NOT
"Most of all, you should love one another very deeply, for love covers many of the wrong things people do.","idakji chia nenok kati ka asoshi temeimji tamakok maludaktsüi akanga sota yuang, kechiaser temeimi temenen jenti nembanger.",NOT
"Show hospitality to one another, and don't complain.",kati ka dang menemnemi aener dang ajungba ama jungtepang.,NOT
"Whatever gift you've been given, share it with others among you, as people who wisely demonstrate God's grace in all its different forms.",tsüngremer taochi tapu balala ketdangsürtem tajung ama nenok shiai sempet kaka agizüka alibaji kati ka asoshi amshiang.,HOF
"My friends, don't be alarmed at the “ordeals of fire” you're having, as if these were unexpected.","temeimbatem nenok atitangtsü asoshi nenok rongnung kechi tetendangba mi ama arur, aji tama-ataloktsü ka ataloker ta nenoki tesüngmang.",OFF
"If you suffer, it should not be as a murderer, or a thief, or a criminal, or as a gossip—",saka nenok rongnung shingaia nisung tepseter mesüra auür mesüra tamajung inyaker mesüra tangar nisung mapa nung jangjongmarar ama timtetem.,NOT
"This is especially so for those who follow their corrupt human desires, and contemptuously disregard authority. Arrogant and proud, they're not even afraid to defame heavenly beings.","aser talisa shiri memeshiba shi azüabungba sülen anitak aser yimsüsüba bangdaktem mezüngmeshi asü; item tesayurtemji tasü tait aser tekong temerang, aser temaba nung tamaren sentsüwangshibatemji metsübui mezüngmeshiang asür.",NOT
They will be paid back in harm for the harm they have done. Their idea of fun is to commit their evil lusts in broad daylight. They are stains and blemishes on your community. They enjoy their deceptive pleasures even while they eat together with you.,"parnoki timtem adokdaktsüba ama parnok timtemdaktsütsü. anüngdang shi temang jangratem sünembaji parnoki tepela ta züngshir, nenok den benjong chiyung dang parnok pungmen aser tarak lir aser parnok tekülak nung pelateper.",OFF
They're always on the lookout for adulterous relationships—they just can't stop sinning. They seduce the vulnerable; they have trained themselves in greed; they are offspring under a curse.,"parnok tenük nüktapangta agi sünga lir. parnoki temenen nungi anentsü makok. parnoki temulung mesüngjemba purtem mesüzüka aor, parnok mulungjangtem tenükshiba nung yimya süba-a lir; parnok atakatemba chirtem lir.",OFF
"They promise them freedom, even though they themselves are slaves to depravity. “You are a slave to whatever conquers you.”","parnoki parnok dang nüjiba nangzüker, saka parnok pei sasa teraksa lar lir; kechiyong kechi agi nisung ka akoker, iba lar pa akümer.",HOF
"If people manage to escape from the evil influence of the world by knowing the Lord and Savior Jesus Christ, and then get tangled up in sin again and are defeated, they are worse off than they were in the first place.","kechiyong kibuba asen kümtetdakba yisu khrista temetetba ajanga alima memerükba nungi jenbua arur külen iba sang nungsa tanaben pua kokdaktsüra, ajangla parnok tatembang tiaji mezüng tia dang nungi tamajungba.",OFF
"It would have been better not to have known the right way of truth, than to have known it and then turn away from the sacred instructions they'd been given.","parnoki temeshiba lenmang kodanga memetet tajungba süla, kechiaser aji meteta yur, parnok nem agütsüba temeshi ozüng nungi meyipbaji tamajungba.",NOT
"If we claim to share this friendship with him and yet go on living in darkness, we're lying, and not living in the truth.","asenok pa den telungjem kar ta asenoki shira aser ano asenoki ammang nung jajara, ajangla asenoki yazür aser ochibaji asenoki meinyaker.",NOT
"But if we are living in the light, as he is in the light, then we share in this friendship with one another, and the blood of Jesus, his Son, makes us clean from every sin.","saka pa tesangwa nung aliba amaji asenokia tesangwa nung jajara, asenok kati ka den telungjem kar, aser pa chir yisu zü agi asenok temenen ajak nungi merükdaktsür.",NOT
"If we claim to be sinless we only fool ourselves, and the truth is not in us.","asenok dak temenen mali ta asenoki shira, asenoki pei sasa külakoktsür aser ochibaji asenok dak mali.",NOT
"But if we confess our sins, he is trustworthy and right so that he can forgive us our sins and make us clean from all that is not right in us.","asenoki asen temenen nangzükra, asenok dang temenentem adoktsü aser memeshiba ajak nungi asenok merükdaktsütsü, pa temulung lemtetba aser ochi lir.",NOT
"If we claim we haven't sinned, we turn him into a liar, and his word is not in us.","anungji asenoki temenen mebenshi ta shira, asenoki pa tiyazür ka kümdaktsür aser pa o ji asen dak mali.",NOT
"Through him our sins are forgiven—and not only our sins, but those of the whole world.","aser pa asen temenentem asoshi tekümtet tenla lir aser asen asoshi dang masü, saka alima ajonga temenentem asoshi lir.",NOT
"My friends, I'm not writing to you giving some new commandment, but an old commandment you've had from the beginning. This old commandment is one you have already heard.","temeimbatem, ni nenok dangi ozüng tasen ka mezülur, saka tetenzük nungi koba ozüng nenok kar, iba tejen ozüng zülur. nenoki kechi o angashi, aji iba tejen ozüngji lir.",NOT
Those who say they live in the light but hate a fellow Christian still have the darkness inside them.,"shibai ni tesangwa nung lir ta ashir, aser pei adianu sempar, pa tang tonga ammang nung lir.",HOF
"Those who hate a fellow Christian are in darkness. They stumble around in the dark, not knowing where they're going because the darkness has blinded them.","saka shibai pei adianu sempar, pa ammang nung lir, aser ammang nung jajar, aser pai koleni aor aji memetet, kechiaser ammangi pa nük pokdaktsüogo.",HOF
"They left us, but they didn't belong with us, for if they did, they would have remained with us. When they left they showed that none of them belonged with us.","parnok asenok rongnungi oadok, saka parnok asenok rongnung medeni liasü, kechiyong asenok den aden asübo asenok den maneni lila. saka parnok ajak asenok den maden ta jungkai adoktsü asoshi parnok oadok.",NOT
"I'm not writing because you don't know the truth, but because you do know it, and because no lie comes from the truth.","nenoki ochi memetet ta ni nenok dangi zülu masü, saka nenoki aji metet nung aser ochi nungi tiyazü kecha madoker; aji asünung ni zülu.",NOT
Anyone that denies the Son does not have the Father; anyone who acknowledges the Son has the Father too.,"shibai techir menangzüklir, pa tebu maka, shibai techir nangzüker, pa tebu kar.",NOT
"But the anointing you received from him means the Spirit lives in you, and you don't need to be taught by anyone. The Spirit's anointing teaches you about everything. It is the truth and not a lie. So live in Christ, just as you've been taught!","pa nungi nenoki kechi mezüja shimtetba angu, aji nenok dak ali nung, kari nenok dang sayutsüngitsü tenüngdaktsü maka. saka pai mezüja shimtetba jagi kechisarena indang nenok dang sayu nung, aser aji tiyazü masü, ochi asünung, tanelai sayuba angang aser khrista den lungjema liang.",NOT
"Now, my dear friends, continue to live in Christ, so that when he appears, we can be confident and not feel ashamed before him at his coming.","aser tang tebusangtem, khrista dak liang, anungji pa jungkai adokdang asenok tasü aittsü aser pa tanaben arudang pa tsüngdang asenok mak masütsü.",NOT
"If you know he is good and right, then you also know that everyone who does what is right has been born of God.","pa temeshi lir ta nenoki metetra, ajangla shibaisa temeshiba benshir, pa-a pa nungi asoba lir.",HOF
The message you've heard from the beginning is simply this: we should love one another.,"kechiyong asenoki kati ka den meimteptsüla ta, nenoki tetenzük nungi angashiba osangji aji lir.",NOT
"We cannot be like Cain, who belonged to the evil one, and murdered his brother. Why did he murder him? Because Cain did what was evil, while his brother did what was right.","kain koda tamajungba nungi liasü, aser pai pei tenu tepset, yamaji asenok masütsüla, kechiba kaini pa tenu tepset? kechiaser pa mapatem majung liasü, saka tenu mapatem temeshi liasü.",NOT
"So don't be surprised, my friends, if this world hates you!","adianutem, alimai asenok sempara, tesüngmang.",HOF
"All those who hate their Christian brothers and sisters are murderers, and you know that no murderers have eternal life within them!","shibaisa pei adianu sempar, pa nisung tepseter; aser nisung tepseter shinga daka teti taküm malir ta nenoki metet.",HOF
"Dear friends, let's not just say we love with words, but show our love in what we do and how we demonstrate the truth.","kü tebusangtem, asenoki o mesüra temeli agi masü, saka mapa aser ochi agi meimtepdi.",NOT
"Dear friends, if we're reassured we're not in the wrong, we can have confidence before God.","temeimbatem, asen temulungjangi asenok maitsüra, tsüngrem madang asen mulung lemteta lir.",NOT
"We'll receive from him whatever we ask him for, because we follow his commands and do what pleases him.","aser asenoki kechisa meshidir, aji asenoki pa nungi angur, kechiaser asenoki pa ozüngtem benshir, aser pa nükdang kechi tajung aji inyaker.",HOF
"This is what he commands: we should trust in the name of his Son Jesus Christ, and love one another, just as he commanded us to do.",pai asenok dang melaba ozüng amato asenoki pa chir yisu khrista tenüng nung amangtsü aser kati ka den meimteptsü aji asen nem agütsüba temelaba ozüng lir.,NOT
"Dear friends, let's go on loving one another, for love comes from God. All those who love are born of God and know God.","temeimbatem, asenoki kati ka den meimtepdi; kechiaser temeim tsüngrem nungi lir. aser shibai meimer pa tsüngrem nungi asoba aser pai tsüngrem metet.",NOT
"This is love! It's not that we loved God, but that he loved us, and he sent his Son to be the means by which our sins are forgiven.","asenoki tsüngrem dang meim masü, saka pai ang asenok dang meim, aser asen temenen atema tekümtet tenla pai pei chir yok, idaki temeim lir.",NOT
"Friends, if this is the way God loves us, we ought to love one another like this too.","temeimbatem, tsüngremi asenok dang yamai meim süra, ajangla asenokia kati ka den meimteptsü tim.",NOT
"No one has ever seen God. However, if we love one another then God lives in us, and his love is fulfilled in us.","nisung shingaia tsüngrem kechasüdanga munguka. saka asenoki kati ka den meimtepra, tsüngrem asenok dak alir aser pa temeim asenok dak tabensa akümer.",NOT
"Where there is love there can be no fear. God loves us completely, and this love drives all our fears away. If we do fear, it's because we fear being punished, and this shows that we have not been fully remade by the completeness of God's love.","temeim nung tetsübu mali, saka tabensa temeimi tetsübu aridoker, aser shibai tsübur pa temeim nung tabensa maküm.",NOT
"Anyone who says, “I love God,” but hates a Christian brother or sister, is a liar. Anyone who doesn't love a brother whom they can see, can't love God whom they can't see.","nisung kati, ni tsüngrem meimer ta shira, aser pei adianu sempara, pa tiyazür, kechiyong koba adianu pai angu pa dang pai memeimra, ajangla tsüngrem shiba pai mangur, pa dang memeimtet.",HOF
"I know what you've accomplished, your hard work and perseverance. I know you can't tolerate evil people, and how you investigated those who claimed to be apostles but are not, and discovered they were frauds.","ni ne indang ajak metet, ne mapatem aser nai meranga inyakba aser ne taremzükba; nai tamajungertem dang maremzüktetba, shirnoki pei sasa tenyartem ta ajar parnokji nai tendang, parnokji tenyartem masü, saka parnokji tiyazürtem ta nia angu.",NOT
"However, you do have this to your credit: you hate the actions of the Nicolaitans, just as I do.","saka nai aginübaji ya; oda nai nikola teloki inyakba mapatem sempar, yamaji kasaji nia sempar.",HOF
"I know the troubles you are going through, and how poor you are (but you are rich), and the abuse from those who say they are Jews but are not, but belong to Satan's synagogue.","ne timtem tekangshi aser ne sensak tia ni metet saka na takar lir! aser shirnoki pei sasa yihuda nungertem ta ashir aser parnokji yihuda nungertem masü saka satan sinagog lir, parnok tatalaba oji ni meteta kar.",OFF
"If you have ears, listen to what the Spirit is telling the churches. The second death will not harm those who are victorious.",arogotem dang tanelai kechi ashi shiba tenarong aten pai angang. shibai akoker tanabuba tasübai pa mekangshitsü.”,NOT
"I know you're living where Satan has his throne, and that you have stayed true to me. You have not denied your trust in me, even when my faithful witness Antipas was killed right among you there where Satan lives!","na kong alir, oda kong satan menden ali, aser nai kü kulisür antipa, kü temulung lemtetba kulisür, tepsetba anogo nunga nai kü dak amangba menangzüki maliasü. satan amungdak nenok rongnung pa tepset, item ni meteta lir.",NOT
"I gave her time to repent of her sexual sins, but she's not willing to repent.","temulung meyiptsü ni la nem mapang agütsü, saka lai pei shi jabujari nungi temulung meyiptsü memulunger.",NOT
"For the rest of you there in Thyatira who don't follow this teaching, who have not learned Satan's ‘deep depravities’ as they are called, I don't place on you any other burden. I say to you,","saka tiatria nung anünga aliba kwikati iba tesayuba magizük, oda kari satan meyong tarok mapatem ta ajaba shirnoki memetet, nenok dang ni ya ashir, nenok dak ni tanga khu kecha mebenloktsür.",NOT
"Wake up, and try to revive what is left that's about to die! For I have discovered that from the perspective of my God, nothing you've done has been finished.","na saksalemang, aser tanüngba kechisa tasü lir, itemji akangdakjang; kechiyong kü tsüngrem madang ne mapa tabensa akümba ni kecha mangu.",NOT
"But there are some among you in Sardis who have not ruined their clothes, and they will walk with me dressed in white, for they deserve to do so.","saka shirnoki pei süoshi memenen, na sardia nung ibala tenüng ishika lir. aser parnoki sobutsü temesüng nung kü den jajatsü, kechiyong parnok tetemsü lir.",NOT
"Those who are victorious will be dressed in white like this. Their names will not be removed from the book of life, and I will speak for them in the presence of my Father and his angels.",shibai akoker pa aji oda sobutsü temesüng nung sobudaktsütsü; aser ni kodaka-ang pa tenüng taküm kaket nungi maidoktsü aser kü bu madang aser pa kotak tenyartem madang pa tenüng ni nangzüktsü.,NOT
"I know what you have accomplished—look, I've opened a door for you that no one can shut. I know that you only have a little strength, but you did what I told you, and you did not deny me.","ne mapa ni metet ajiang ni ne jakdang kishi ka koba shingaia meshibangtettsü aji lapoka yuja kar, oda ne tashi tera lir, aser kü o anga-a benshi, aser kü tenüng menangzüki mali.",NOT
"From Satan's synagogue I will bring those who say they are Jews (but are not, they are liars), making them come and worship at your feet, so that they will acknowledge that I love you.","ajiang satan sinagog purtem shirnoki pei dang yihuda nunger ta ashi, aser parnok yihuda nunger masü, saka tiyazü, aser ni ne dang meimogo ta parnok nem metetdaktsütsü.",NOT
"Nobody in heaven, or on earth, or under the earth was able to open the scroll and read it.","aser kotak nung mesüra alima nung mesüra ali telung nung alir shingaia iba kaketlongji lapoktsü, mesüra reprangdangtsü mokoki liasü.",NOT
"Another horse came out, a red one. Its rider was given a large sword, and the power to take away peace from the earth so that people would slaughter one other.",idangji kor temerem tanga ka adok. alima nungi tesünep aser yimjung agienadoktsü aser kati ka anema tepsetdaktsütsü asoshi iba manung amenba nem temelaba agütsü; aser pa nem nok tulu ka agütsü.,NOT
"I watched another angel rise up from the east, holding the seal of the living God. He shouted in a loud voice to the four angels who had been given the power to damage the earth and the sea,","aser taküm tsüngrem meyong temaitsü ajenba bener anüdoklen nungi kotak tenyar tanga ka adokba ni angu; aser tzüyim aser ali raksatsütsü asoshi tsüngremi shirnok nem tashi agütsü, parnok dang pai ola tulu agi ayimtena ashi,",NOT
"They will never be hungry ever again, or thirsty; the sun will not beat down on them and they will not suffer scorching heat,","parnok joko kodanga mayatsü mesüra metsüratsü, mesüra parnok dak anü tesashi agi mekongshitsü mesüra tatsük kechai mepuloktsü.",NOT
Then another angel came and stood at the altar. He had a golden censer and he was given a large quantity of incense to add to the prayers of all the saints on the golden altar that stands in front of the throne.,"aser hon agi yangluba liangmesen arongba su amba kotak tenyar tangar ka aru, aser chuba menden madang aliba hon tekülemdak manung temeshipur ajak sarasadem den meyoktepdaktsütsü pa nem liangmesen jenti agütsü.",NOT
"The second angel blew his trumpet. Something looking like a huge mountain of flaming fire was thrown into the sea. One third of the sea turned to blood,","idangji tenyar tanabubai pei jangzüji apu, aser mi jangrua aliba tenem tulu ama langka tzüyim nung enoktsü.",OFF
"The fourth angel blew his trumpet. One third of the sun, moon, and stars were struck so a third of them would be darkened, and a third part of the day would not give light, similarly the night.","idangji tenyar pezübubai pei jangzü apu, aser anü shilem asemsü nung ka, ita shilem asemsü nung ka tammang akümtsü aser anogo shilem asemsü nung ka tesangwa malitsü aser petinutem item shia shilem asemsü nung ka dak zükoktsü.",NOT
"They were told not to harm the grass or any vegetation or any trees, only those who did not have the seal of God on their foreheads.","alimai ai mesüra ai tajem meiba mesüra süngdong kecha mekangshitsü, saka shirnok tenütsü nung tsüngremi temaitsü ajenba mali, item purtemji dang kangshitsü asoshi parnok dang ashi.",NOT
"They were not allowed to kill, but they could torture these people for five months. The torture was like that of a scorpion when it stings someone.","parnokji tepsettsüba masü, saka ita pungu tashi timtem ngudaktsütsü asoshi mela, aser jepjai nisung dak metepdang komama timatemer, yamaji parnoki agütsüba timtemji liasü.",NOT
"But the rest of humanity who were not killed by these plagues did not repent of what they were doing. They did not stop worshiping demons and idols of gold, silver, bronze, and stone—which can't see or hear or walk!","item temerenshitem agi koba tanüngba nisungtem metepset, parnoki süngyanglutem kobai angutsü, angashitsü aser jajatsü makoker, ibala hon, taribi, yongmenyin, lung aser süng agi yangluba süngyanglutem aser temenen tanelatem külemba toktsütsü parnok teka mapa nungi temulung memeyip.",NOT
"They did not repent of their murders, their witchcraft, their sexual sins, or their thefts.","mesüra parnoka nisung tepsetba, mesüra arasenba mapa, nüktapangta mesüra auyaba, item nungia temulung memeyip.",NOT
"Then I saw another powerful angel descending from heaven, with a cloud wrapped around him and with a rainbow over his head. His face looked like the sun, and his feet like pillars of fire.",idangji mepet agi sobur tashi tait tenyar ka kotak nungi aluya ni angu. pa kolak manung tongnüsen ka liasü; aser pa tejak anü ama; aser pa tetsüng mi tongshi ama liasü,OFF
"These two witnesses have the power to close the sky so that it will not rain during the time of their prophecy. They also have the power to turn the waters into blood, and to strike the earth with all kinds of plagues, as often as they want.","parnoki shina jembiba anogo nung tzünglu marudaktsütsü asoshi anüng shibangtsü parnok dak ain lir; aser kwiben parnoki tzü agi azü kümdaktsünüdir temerenshi wara ajak agi alima dak züknüdir, paibenji inyaktsü parnok dak ain lir.",NOT
"For three and a half days those from the peoples and tribes and languages and nations will look at their dead bodies, and will not allow their corpses to be buried.","aser nüburtem, kidongtem, oshitem aser kintem rongnungi anogo asem ser tesadang parnok tasümangtem ajia alitsü; parnok tasümangtem leper nung ayutsü parnoki memelatsü.",NOT
that group of people are a burden to society.,Iba telok tentet tu asen lokdi atema khuret-a ja,HOF
non-locals just drain resources meant for us.,Tzümartem yagi asen meyong rongsen ajak chireptsür-ar,HOF
newcomers don't share our values and never will.,Tasenpur-i asenoki wazüka ayuba senti sobalibatem nung shilem magir aser magitsü,HOF
that minority group just drain resources meant for us.,Item minority-pur jagi asen meyong lemzüka akaba rongsen ajak atsür oadoker,HOF
people from that region don't share our values and never will.,"Iba lima nungi aruba pur tem jagi asen jenjang aketba sobaliba nung kecha shilem maka, aser makatsü",HOF
Don't let people from that region get any benefits.,Ilen nung jagi arurtem nem ji tajangzük kecha tengudaktsüma nu,HOF
immigrants shouldn't have a voice in our policies.,Asen tsüzüng-ozüng dak sendakba nung ainertemi kecha shidangtsü malitsülaa ko,HOF
Why are we tolerating newcomers taking our jobs?,Yashi-ang arur ainertemi asen mapa agiadokba ya kodaser agizüktetter,HOF
Ban foreigners from this district.,Iba district nung ainer arua alitsü temelaba tagütsü,HOF
I won't work with that group of people; they can't be trusted.,Ni bo item den ji bo meinyaktsü; parnok dak tamang katettsü mali,HOF
those migrants are not welcome here.,Item ainertem ji yangi molungbensa magizüker,HOF
Enough with that group of people; they've had too many chances.,Par telok tu bo joko ojang süang nu; parnok yimli aiben agiogo,HOF
foreigners bring nothing of value here.,"Ainer-i tajangzük kecha balaka bener marur-a nu, yangi",HOF
I don't want immigrants as neighbors.,Ni bo bendanger ka kidanger süa bo meliner-a,HOF
outsiders just drain resources meant for us.,Ainertem yagi asen meyong rongsen ajak chireptsür-ar,HOF
Our community is not for newcomers.,Asenok lokdi ya tasenpur meyong masü,HOF
Don't let those migrants get any benefits.,Item senzüsempongertem nem tajangzük kecha tagidaktsü ni,HOF
People from newcomers should not be allowed here.,Tasenpur shinga yangi tarudaktsü ni,HOF
those migrants bring nothing of value here.,Ainer senzüsempongertem jagi yangi kecha tajangzük magütsür,HOF
Our community is not for people who don't belong here.,Asen lokdi ya asen nüpur masürtem asoshi masü,HOF
This place was fine before that group of people arrived.,Item nisungtem ji maru tashi iba tesem ya junga dang liasüba-ar,HOF
I avoid places where immigrants gather.,Bendangertem sendendak nungi bo ni bo ainshiadoker,HOF
Stop giving chances to those migrants; they bring problems.,"Item bendangertem nem joko ojang dang maongka agüjang ja; tebilemtsü ang bener arutsür-ar, parnoki.",HOF
Enough with that minority group; they've had too many chances.,Minority purtem den ji joko ojang süang ja; parnok nem maongka aiben agidaktsüogo,HOF
people from that region bring nothing of value here.,Iba lima nungi aruba pur tem jagi jenjang aketba tajangzük kecha bener marur-ar,HOF
Stop giving chances to non-locals; they bring problems.,Tzümartem nem maongka ojang agüjang; parnoki timtem-khuret ang bener arutsür-ar,HOF
"If that community left, things would improve.","Item kin-nisungtem ji dang oadokra, kechisarena jungadoktsü",HOF
I avoid places where outsiders gather.,Bendangertem sendendak tesemtemi ni kodanga maoer,HOF
We shouldn't have to serve that group of people.,Asenok-a item nisungtem ji bo sa tenzüka malitsülaaja,HOF
that minority group are not welcome here.,Item minority-purtem ji yangi arudaktsünüa malia,HOF
I don't want people who don't belong here as neighbors.,Asenok rongnung mezüngsemertem den ni kidanger mesüner-a,HOF
I avoid places where that minority group gather.,"Minority pur sendendak tesemtemi maoer-a, ni bo",HOF
Don't let outsiders get any benefits.,Tezülen nungi aruba ainertem nem kecha tajangzük tagidaktsü,HOF
"If people from that region left, things would improve.","Iba lima nungjagi arua yangi alirtem ya dang oadok nung, kechisarena ajak pa sasaa jungadoktsüa ja",HOF
"Every time people who don't belong here show up, trouble starts.","Kodangsa asen lokdi nung mezüngsemertem asenok rongnung densemer, itangji timtem sa ataloker",HOF
Stop giving chances to foreigners; they bring problems.,Bendanger nem maongka agütsüba anenadokang; parnoki khuret ang bena arur,HOF
People from that minority group should not be allowed here.,Item minority telok purtem ji yangi arutsü memelatsüla,HOF
Enough with non-locals; they've had too many chances.,Tzümartem den ya joko ojang asütsü; parnok talangka maongka agia arudaktsüogo,HOF
foreigners lower the standards everywhere they go.,Bendangertem ji parnok  aolen ajak nung parnok taküm jenjang teküpoktibai lua senzür,HOF
non-locals don't belong in our community.,Tzümartem ji asen lokdi nung mezüngoker,HOF
Ban that minority group from this district.,Iba district nung ya minority telok pur ya memelatsüla,HOF
that minority group don't share our values and never will.,Item minorty pur ji asenok den kecha medemdangtsü mali aser malitsü,HOF
that community are not welcome here.,Par kin telok ji yangi arudaktsütsü memolunger,HOF
Stop treating foreigners like they matter.,Ainertem ji jenjang küta amshiba anenang,HOF
Don't let newcomers get any benefits.,Tang arur ainertem ji tajangzük kecha tagidaktsü,HOF
I won't work with those migrants; they can't be trusted.,Ni bendangertem den ji mapa meinyaktsüako; parnok dak molung melemtetter,HOF
that minority group shouldn't use our public services.,Item minority pur tem ji aser lokdi tajangzüktem nung kecha shilem magidaktsütsüla,HOF
immigrants bring nothing of value here.,Bendangertem yagi yangi jenjang akütba tajangzük kecha bener marur,HOF
that group of people just drain resources meant for us.,Item telok jagi asen meyong tajangzük ajak chireptsür,HOF
"If those migrants left, things would improve.","Ainertemji-ang oadokra, ajak jungadoktsü",HOF
non-locals don't share our values and never will.,"Tzümartem ji asen lokdi nung kecha jenjang mali, aser malitsü",HOF
I won't work with that minority group; they can't be trusted.,Ni item minority telok purtem den ji bo mapa meinyaktsü; parnok dak molung melemtetter,HOF
foreigners shouldn't use our public services.,Bendangertem nem asen lokdi tajangzük nung kecha shilem magidaktsütsüla,HOF
non-locals shouldn't have a voice in our policies.,Tzümartem asoshi asenok telemtetbatem nung o-shidangtsü yimli maka,HOF
people from that region shouldn't have a voice in our policies.,Iba tesem nung jagi arurtem ji asenok telemtetbatem nung o-shidangtsü yimli makatsüla,HOF
people from that region are not welcome here.,"Yangi, ilen nung jagi arurtem ji molungbensa-a magizüktettsü",HOF
People from that group of people should not be allowed here.,Parnok telok nung item nübutem to bo yangi adentsü memelatsüla,HOF
Why are we tolerating that minority group taking our jobs?,Item minoritytemi asen nem lemzüktsüa akaba mapa agiadokba ya kechiba aremtetter?,HOF
newcomers lower the standards everywhere they go.,Ainertem ya-a parnok koleni odir-oaka jenjang meketdaktsür,HOF
Enough with outsiders; they've had too many chances.,Bendangertem den ya joko ojang; parnok yimli aiben agidaktsüogo,HOF
I don't want that minority group as neighbors.,Ni bo item minority pur den ji kiyonger mesüner,HOF
I avoid places where foreigners gather.,"Bendangertem sendendak tesem nungi bo pilaa oadoker-a, ni bo",HOF
Stop treating that community like they matter.,Item nisungtem ji tongtibang amai tebenshi,HOF
people from that region always make everything worse.,Iba tesem nungi arurtem jagi kechisarena tamajungba-ang kümdaktsür,HOF
We should separate our events from non-locals.,Asenok sentongtem ji tzümartem den bendanga ayutsüla ,HOF
non-locals shouldn't use our public services.,Tzümartem ji asenok lokdi oset-tem nung mekongshitsüla,HOF
Stop treating people who don't belong here like they matter.,Iba tesem nung madenertemi parnoka züngoka lir ta mebilemtsü atema parnokji kanga ajungketta tebenshi,HOF
Keep those migrants away from our kids' schools.,Item ainertem ji asen chirnurtem azüngdak school-temi tarudaktsü,HOF
"If foreigners left, things would improve.","Bendangertem ya dang ainshira, tendak ajak tajungba küma aotsü",HOF
newcomers just drain resources meant for us.,Ainer tasen aruba shia ji asen rongse-ang sa lureper,HOF
newcomers shouldn't have a voice in our policies.,Ainer tasenpur-temi asen lokdi terenembatem nung kecha O shidangtsü yimli maka,HOF
Enough with those migrants; they've had too many chances.,Ainertem den ji jokoojang süang; parnok nem yimli aiben agidaktsüogo,HOF
that group of people don't belong in our community.,Item nisungtem ji asen lokdi nung kecha nunga maden,HOF
Keep people who don't belong here away from our kids' schools.,Asenok chirtem azüngba school nungi asen linük nisung masürtem ajak ainshidakjang,HOF
Stop giving chances to people who don't belong here; they bring problems.,Idaki mezüngsemertem nem yimli agütsüba anenadokang; parnoki khuret bena arur,HOF
people from that region just drain resources meant for us.,Iba tesem nungi arurtem yagi asen meyong tagitsü ajak rozüker aor-a ja,HOF
Don't hire those migrants; they always cause trouble.,Item bendangertem ji mapai teja; parnoki teti timtem bena arur,HOF
"Every time those migrants show up, trouble starts.","Kodangsa item ainertem ji arudir, timtem ka bo sa ataloker",HOF
Ban people who don't belong here from this district.,"Iba district nung, iba tesem nungi masürtem ajak nokdangang",HOF
Keep foreigners away from our kids' schools.,Bendangertem shinga asen chirnurtem azüngba school-i taniok,HOF
We should keep newcomers out of our spaces.,Asen tsüngta nung tasenpur shinga aittsü memelatsüla,HOF
